PUBCHEM_CID,HOMO,LUMO,HOMO_LUMO_Gap,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,Mol_Size_2,Length_Ratio,Len_Div_Diameter,Dipole_Moment,Quadrupole_Moment,ESPmin,ESPmax,Neg_Surface_Area,Overall_Average,Neg_Average,Overall_Variance,Nu,ALIEmin,ALIEmax,ALIE_Ave,LEAmin,LEAmax,LEA_Ave,XLogP,TPSA,Complexity,RotatableBondCount,y,y_class,S_c_tcpl_compliant,S_c_ci_lower_compliant,S_c_ci_upper_compliant,tcpl_binary_compliant,tcpl_ternary_compliant,tcpl_n_tested_compliant,tcpl_n_positive_compliant
72098,-0.279072,0.032604,0.311676,13.4,11.19,9.46,7.25,10.325,2.25874412,11.544,0.431648091,0.93383809,3.569307,23.159539,-60.09187,27.41122,906.65279,-0.00329482,-0.01947422,0.00035798,0.21050295,9.73306,18.3241,0.4989144,-46.91588,-13.52624,-1.0703245,4.2,70.6,666,4,5,1,0.5416666666666667,0.25,0.8333333333333334,1,2,2,1
6427,-0.410224,0.018794,0.429017,22.86,23.39,22.78,17.4,21.6075,2.440485351,6.109,0.384411948,0.936221268,0.528478,1.546871,-4.37114,19.41801,347.94064,0.00150157,-0.00370159,7.23e-05,0.03584103,12.9872,19.53862,0.53104316,-61.70103,-15.59588,-0.9094145,3.4,0.0,78,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1,0
94684,-0.313036,0.056418,0.369454,17.29,12.9,15.5,13.56,14.8125,1.720252525,7.406,0.500448109,0.994160376,3.317598,16.928451,-32.67103,23.48917,398.28301,0.00272514,-0.01635309,0.0002043,0.2279176,11.59704,16.66039,0.50037954,-48.50722,-14.86181,-0.9760009,4.4,12.5,238,4,2,1,0.375,0.25,0.5,1,2,2,1
8689,-0.286842,0.022511,0.309353,13.93,12.23,19.49,10.85,14.125,3.283972442,7.36,0.495373359,0.989540049,1.053431,11.916269,-26.94563,45.61457,475.59949,-0.00202074,-0.01811095,0.00026644,0.24343839,11.15299,16.42375,0.49893789,-49.33592,-19.3608,-1.0782954,4.0,36.8,191,3,27,1,0.44166666666666665,0.125,0.9,1,1,8,6
10233356,-0.255721,-0.0091,0.246621,8.04,13.26,8.2,6.89,9.0975,2.455772536,17.983,0.459946051,0.975865129,8.326149,50.455221,-47.41757,68.4304,1088.87195,0.00096847,-0.02079517,0.00045254,0.24982158,9.68756,18.71919,0.5092718,-67.91927,-15.32198,-1.1313946,5.1,129.0,912,12,57,1,0.4225308641975309,0.13425925925925927,0.8333333333333334,1,1,9,9
93095,-0.229023,-0.029717,0.199306,39.73,11.57,12.64,12.01,18.9875,11.98172436,5.971,0.408345221,0.951448243,15.432719,16.430589,-84.63873,94.48777,239.06939,0.0075077,-0.0775737,0.00288057,0.2471042,8.54128,19.82025,0.4972781,-42.14464,-15.99034,-0.9714176,2.4,75.7,127,0,1,1,-1.0,-1.0,-1.0,-1,-1,0,0
9147,-0.27781,0.016139,0.293949,8.43,8.16,8.37,7.58,8.135,0.335745439,8.611,0.467864404,1.0,1.005855,12.9501,-20.63991,17.21809,384.72267,-0.00170542,-0.01846397,0.00013864,0.22327074,10.83813,16.29105,0.49421994,-43.68112,-19.24236,-1.0822809,4.4,0.0,231,0,6,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,0
275196,-0.277766,0.021185,0.298951,24.93,10.45,10.47,10.46,14.0775,6.265697786,10.007,0.487424502,0.984403447,7.240369,22.478244,-66.15489,21.88296,635.28204,-0.00376607,-0.03108893,0.00089298,0.08229269,11.11528,18.36801,0.51489313,-53.48054,-19.60649,-1.1288651,2.7,75.7,647,4,9,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,0
7059472,-0.281716,0.067575,0.349291,12.74,11.61,8.85,12.46,11.415,1.53825388,14.592,0.372136223,0.975016223,2.608283,27.005099,-48.66018,21.79696,827.57625,-5.04e-05,-0.0132779,0.00033777,0.12366976,11.0746,16.47028,0.50008852,-46.90855,-19.86223,-0.9997624,10.8,35.5,602,14,2,1,-1.0,-1.0,-1.0,-1,-1,0,0
6514,-0.32574,0.080077,0.405818,44.9,65.26,28.54,35.7,43.6,13.78458559,5.198,0.483104484,1.067939293,2.902969,6.863171,-35.20457,63.08439,221.49651,0.0036539,-0.02402988,0.00060025,0.23535468,9.78033,18.24736,0.50678143,-49.00093,-13.60642,-0.9622345,0.4,38.3,52,2,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
14090,-0.334803,-0.018974,0.315829,17.56,21.82,13.06,19.4,17.96,3.207148266,7.087,0.458807018,0.998676171,6.403726,10.548805,-44.62414,35.17683,234.50498,0.00313322,-0.03285059,0.00078133,0.20351691,11.83307,17.77385,0.51892659,-44.68934,-19.29294,-1.1386943,1.7,34.1,134,2,5,1,0.3333333333333333,0.16666666666666666,0.5,1,1,2,0
66743,-0.326183,0.017728,0.343912,18.13,13.26,11.26,15.62,14.5675,2.57139432,7.205,0.521959109,0.992586751,3.310221,16.170896,-44.55598,20.55659,314.13279,-0.0006672,-0.0230076,0.00043668,0.09922722,11.4954,16.87368,0.50995006,-46.29751,-19.74583,-1.0548773,2.9,26.3,146,3,1,1,0.07562244518766258,0.021739130434782608,0.16666666666666666,0,1,9,9
4807,-0.345745,-0.022346,0.323399,18.93,13.69,10.34,9.79,13.1875,3.635934371,7.88,0.415414006,0.938977273,3.289786,15.899809,-36.06283,28.81202,204.62812,0.00422148,-0.03049055,0.00052482,0.2164015,12.05538,16.75632,0.51834723,-44.10265,-19.2673,-1.1377114,1.2,34.1,115,2,21,1,0.12522522522522522,0.07545045045045046,0.20833333333333334,1,1,9,9
2783,-0.285385,0.043736,0.329122,34.29,14.66,14.46,12.59,19.0,8.864527624,8.789,0.459781497,1.0,3.220329,18.236852,-45.98429,37.24806,462.65816,0.00128005,-0.01859059,0.00039755,0.24410762,9.84078,17.86427,0.49840724,-51.06065,-15.04917,-0.960499,2.2,58.3,233,4,5,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1,0
81346,-0.345698,0.003299,0.348997,11.17,11.67,13.04,13.54,12.355,0.967845546,10.905,0.417130988,0.917742637,5.666271,20.131449,-41.97561,20.79864,546.08742,0.00193028,-0.01942126,0.00042611,0.12534931,12.75449,16.76262,0.51352839,-47.14844,-14.85287,-0.9508945,5.9,52.6,357,8,11,1,0.14583333333333331,0.125,0.16666666666666666,1,1,8,6
2893,-0.324345,0.048269,0.372614,18.02,12.92,10.41,15.2,14.1375,2.80977201,9.315,0.387388927,0.942854766,3.214596,9.165082,-43.92971,47.29828,463.41556,-0.00036463,-0.01994433,0.00045328,0.19659504,11.48878,17.56086,0.50307995,-50.01908,-19.448,-1.0420308,4.2,46.5,331,4,12,1,-1.0,-1.0,-1.0,-1,-1,0,0
6324663,-0.289574,0.063479,0.353053,23.54,12.39,8.12,8.42,13.1175,6.248985418,15.233,0.488675958,0.973958333,8.244148,114.372782,-51.69664,65.07335,1257.63186,0.00319759,-0.03150011,0.00079655,0.23089621,9.74922,18.14956,0.51296309,-49.21058,-19.15047,-1.097849,-2.6,358.0,1670,25,0,0,-1.0,-1.0,-1.0,-1,-1,0,0
5391,-0.306405,0.002045,0.308449,8.57,9.81,9.35,9.51,9.31,0.4580393,10.565,0.392084629,0.948879437,5.829636,31.949373,-51.39725,36.0794,434.49261,0.00203675,-0.02531112,0.00068321,0.18681347,11.06322,17.24637,0.50765762,-52.47025,-14.83152,-1.0621055,2.2,52.9,434,1,6,1,0.375,0.25,0.5,1,2,2,0
14369,-0.315546,-0.018125,0.297421,13.99,10.8,9.84,8.65,10.82,1.982334482,7.883,0.473871776,0.987209644,5.324653,23.163721,-37.90005,31.56724,442.5567,0.00072235,-0.0241341,0.00040353,0.24348415,11.83465,16.89648,0.51462074,-156.29323,-19.05521,-1.7029379,3.6,34.1,334,1,3,1,0.375,0.25,0.5,1,2,2,2
3034351,-0.307911,0.037397,0.345307,12.68,10.12,12.56,11.01,11.5925,1.075438864,8.799,0.376757876,0.963568773,5.85576,13.670199,-41.75316,30.38968,382.8642,0.00145743,-0.02315133,0.0006122,0.18951195,10.9094,17.02247,0.51072402,-45.83886,-14.3183,-1.0096262,2.8,71.9,326,4,6,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,0
15206,-0.353522,0.069888,0.42341,27.14,15.71,23.69,16.68,20.805,4.780954403,7.973,0.354597896,1.018518519,2.072951,12.112978,-30.88913,65.30226,369.42934,0.00497272,-0.01371508,0.00051717,0.1470804,12.30956,17.68869,0.52592346,-200.48427,-21.39888,-3.3256674,1.9,20.2,64,4,1,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,0
23681382,-0.286602,0.01667,0.303272,11.17,14.31,9.51,10.3,11.3225,1.822023257,8.055,0.393705012,0.98677723,10.947422,19.795108,-51.09543,59.09454,246.83618,0.00345964,-0.05540944,0.00101502,0.24998403,11.15575,18.55751,0.52226745,-43.18289,-17.62443,-0.9875638,2.4,65.6,219,1,0,0,0.07358440170940171,0.015625,0.16666666666666666,0,1,9,9
27448,-0.297928,-0.004429,0.293499,13.02,10.09,10.48,22.86,14.1125,5.17416358,7.54,0.587426182,0.992747334,4.000886,15.794823,-32.98787,65.83197,513.08484,0.004043,-0.01421341,0.00048177,0.18877325,11.5664,16.96264,0.51526971,-186.41041,-16.15717,-2.5778427,5.2,57.3,284,2,32,1,-1.0,-1.0,-1.0,-1,-1,0,0
5377793,-0.253285,-0.040415,0.21287,7.79,10.77,11.48,7.06,9.275,1.8847082,7.055,0.60241671,0.994018457,11.145905,27.850886,-48.11444,27.3456,469.01344,0.00327413,-0.02257047,0.00057826,0.15258307,10.96369,18.11445,0.50773506,-50.40364,-20.07907,-1.1325574,4.5,49.1,333,3,4,1,0.3333333333333333,0.16666666666666666,0.5,1,1,2,2
7243,-0.248294,0.082678,0.330972,13.78,12.72,14.62,14.39,13.8775,0.735403801,7.364,0.422044454,0.948937711,3.236754,12.879581,-34.08727,57.95767,308.70186,-0.00240934,-0.02506811,0.00073714,0.21470457,10.71376,17.39521,0.49743187,-41.70064,-19.57781,-1.0573465,0.1,52.0,62,0,26,1,0.31447157557354927,0.08727648448043185,0.6524122807017544,1,1,9,9
5074,-0.289744,0.025799,0.315543,26.78,9.65,9.76,7.19,13.345,7.82445685,12.513,0.463324471,0.978346878,4.303476,44.860047,-40.68547,41.45232,791.29251,-2.24e-05,-0.01715052,0.00036855,0.2453142,9.53955,18.52944,0.5068709,-60.68653,-13.59138,-1.1060239,5.2,61.2,877,5,18,1,0.8333333333333334,0.3331782455987909,0.999783091529969,1,2,2,2
6539,-0.363027,0.139138,0.502166,25.08,14.99,8.2,7.44,13.9275,7.078119012,12.568,0.410589861,0.95215211,6.182333,17.90682,-61.25691,25.04057,293.28773,0.00216328,-0.03406742,0.00107024,0.06096679,11.44039,16.53838,0.50263734,-42.48114,-19.94011,-0.9552401,3.2,35.5,181,11,7,1,0.22435897435897437,0.08333333333333333,0.5,1,1,2,2
62306,-0.294364,0.014479,0.308844,13.17,10.73,13.47,10.62,11.9975,1.327316371,9.239,0.422586047,0.962294526,5.540941,19.604082,-46.23786,43.71866,446.76331,0.00162571,-0.02254734,0.00064444,0.24800644,11.36909,17.27824,0.50712389,-46.15418,-15.70661,-0.9869598,2.8,29.5,273,1,27,1,0.31313131313131315,0.07954545454545454,0.625,1,1,9,9
65327,-0.124024,0.04393,0.167955,8.52,6.92,10.32,6.91,8.1675,1.404908805,10.455,0.433018419,0.994846971,6.821572,18.137795,-50.15949,55.37783,442.43898,0.0027967,-0.02686823,0.0006579,0.21933981,8.71152,17.46931,0.47432821,-44.15724,-19.6511,-1.0560773,2.4,15.3,267,4,21,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
89385,-0.345337,0.080851,0.426188,9.65,28.67,26.5,3.77,17.1475,10.67013677,8.005,0.467563206,0.993144424,2.011957,8.642439,-39.51606,18.11926,348.41043,0.00114461,-0.01318442,0.00031671,0.09931684,12.33682,16.2952,0.50515406,-47.80566,-19.90641,-0.9904571,3.8,26.3,175,7,1,1,0.07450944657068222,0.00847457627118644,0.16666666666666666,0,1,9,9
60810,-0.266641,0.042328,0.308969,23.54,15.92,6.68,9.73,13.9675,6.451919772,11.014,0.456011953,0.98162887,2.357078,34.088322,-46.11158,48.97797,765.31247,0.00144402,-0.02064059,0.00037216,0.2258683,9.86629,18.41776,0.49737084,-60.66727,-15.16181,-1.07019,4.8,60.9,650,6,23,1,0.20833333333333331,0.16666666666666666,0.25,1,1,1,0
90509,-0.353279,0.017935,0.371214,14.69,19.55,11.8,15.34,15.345,2.769390727,7.736,0.384211218,0.991077479,1.470224,9.442282,-31.68408,53.02992,230.04765,0.00589012,-0.02980031,0.00054075,0.24540483,12.40465,17.37226,0.53014791,-46.47562,-19.73237,-1.1510584,-0.1,75.3,222,0,2,1,0.15277777777777776,0.125,0.16666666666666666,1,1,8,6
23665728,-0.293065,-0.043861,0.249204,28.65,29.03,10.92,7.36,18.99,9.930999446,8.631,0.455215241,0.998845266,19.989734,64.077567,-100.76736,92.55099,328.3731,0.00824334,-0.06898481,0.00332935,0.14158142,10.15093,17.91352,0.50865763,-45.94915,-17.38034,-1.0802356,2.4,83.2,342,4,3,1,-1.0,-1.0,-1.0,-1,-1,0,0
439260,-0.287336,0.064623,0.351959,13.13,12.68,14.09,13.21,13.2775,0.51075312,7.32,0.448639987,0.970405261,5.149416,18.442643,-52.33528,68.88663,373.23564,-0.00186644,-0.02957319,0.00085433,0.24984523,9.81334,18.76283,0.51152884,-51.05772,-19.64911,-1.1518024,-1.2,86.7,142,2,6,1,0.4791666666666667,0.125,0.8333333333333334,1,1,3,0
8371,-0.359726,-0.09302,0.266706,9.32,11.72,11.43,13.77,11.56,1.576721282,8.378,0.429846878,0.910801465,2e-05,12.992931,-25.82355,39.76933,271.5026,0.00517059,-0.01620678,0.00045337,0.24516137,12.86641,16.86853,0.52084206,-44.54364,-14.78835,-0.8998823,3.4,34.1,278,0,54,1,0.38625730994152047,0.09210526315789473,0.9,1,1,2,2
5284584,-0.292221,0.018614,0.310834,20.0,10.15,10.79,9.91,12.7125,4.219717852,8.809,0.464427309,0.9788788,0.543659,19.597133,-48.72078,58.13942,573.70701,0.00228367,-0.02719251,0.00076828,0.24984219,10.06361,18.28917,0.51245251,-59.04268,-15.69321,-1.1198307,2.4,114.0,600,4,4,1,-1.0,-1.0,-1.0,-1,-1,0,0
7483,-0.289361,-0.02488,0.264481,18.0,16.34,15.96,15.82,16.53,0.869770085,6.915,0.490637209,0.992370572,9.488923,7.420022,-51.31343,57.38139,288.06553,0.00321654,-0.0326431,0.00101711,0.22355503,11.141,17.93903,0.51981036,-50.45202,-19.89967,-1.1776927,2.0,57.8,136,1,11,1,0.3333333333333333,0.16666666666666666,0.5,1,1,2,0
7921,-0.35677,0.0781,0.43487,22.59,41.38,26.21,7.94,24.53,11.89260905,6.188,0.404021283,0.994834971,5.745533,7.070635,-51.11045,27.09965,151.97622,0.00389156,-0.04618859,0.00067529,0.12670055,11.97257,16.84677,0.52258073,-46.08068,-19.83127,-1.072466,0.6,26.3,88,0,0,0,0.15277777777777776,0.125,0.16666666666666666,1,1,8,6
71404,-0.340988,0.027889,0.368877,24.89,37.42,18.63,14.67,23.9025,8.613017401,7.573,0.470457873,0.992651971,3.379866,13.809621,-42.05566,19.99908,313.14987,-0.00122191,-0.02465972,0.00049078,0.12465878,11.0431,16.81713,0.51243967,-47.02595,-20.04782,-1.0330038,1.4,35.5,140,6,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
11212667,-0.163186,0.028557,0.191743,7.61,8.3,5.36,4.42,6.4225,1.586984168,7.076,0.453624589,0.964567576,4.489711,17.294795,-34.27503,45.89109,412.54955,0.00485923,-0.01943012,0.00052004,0.22389401,5.60395,20.32744,0.45999058,-95.82312,-20.03363,-1.4909743,2.4,94.8,488,5,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
16052015,-0.283297,0.048572,0.331869,12.98,10.14,6.02,9.06,9.55,2.490682637,15.906,0.392321189,0.945736866,1.29461,32.975666,-60.46386,72.54337,969.88899,-0.00013051,-0.03308107,0.00094296,0.24932433,11.19404,19.35745,0.52185467,-50.38638,-18.43484,-1.1675723,-0.7,207.0,1140,7,27,1,-1.0,-1.0,-1.0,-1,-1,0,0
84703,-0.316458,0.120276,0.436734,16.76,28.5,6.08,4.41,13.9375,9.650731514,12.186,0.459571206,0.948570137,27.661386,111.964455,-96.75414,73.98807,646.41364,0.00539267,-0.05371355,0.00462227,0.20179467,11.0907,17.81398,0.50285113,-43.87401,-20.04548,-0.9968638,5.0,65.6,334,14,8,1,-1.0,-1.0,-1.0,-1,-1,0,0
9862076,-0.326301,0.00319,0.329492,14.09,11.9,12.41,11.08,12.37,1.100568035,10.941,0.42077558,0.999777975,11.300721,27.200724,-47.52792,41.16764,489.1493,0.00388628,-0.03037412,0.0006755,0.23203404,11.52011,17.65644,0.51262447,-46.4792,-15.07668,-1.0148272,2.6,87.4,516,3,37,1,0.2979040975364505,0.05414152840623429,0.6403186274509804,1,1,9,9
7518,-0.264126,0.069934,0.33406,18.44,16.36,16.02,14.72,16.385,1.335018726,7.13,0.453990823,0.994257951,3.077828,12.603522,-31.53095,61.46062,298.98552,-0.00182296,-0.023101,0.00085318,0.17135418,10.79509,18.55733,0.50550531,-56.2571,-19.49109,-1.1028449,0.8,32.3,59,1,4,1,0.5,0.16666666666666666,0.8333333333333334,1,1,2,2
9948,-0.32077,0.00383,0.3246,17.56,13.83,13.22,15.83,15.11,1.712556568,7.032,0.500851172,0.997259484,4.323038,13.326712,-56.01342,27.93561,400.40465,-0.00193492,-0.02555208,0.00062239,0.15260036,11.35872,16.53487,0.50197295,-45.26019,-19.35995,-1.0740309,3.2,17.1,197,3,5,1,0.14902122966639095,0.038461538461538464,0.24193548387096775,1,1,9,9
2201,-0.264046,-0.020985,0.243061,9.08,7.68,7.26,7.93,7.9875,0.674661952,9.259,0.443285179,0.972580916,2.484338,22.763341,-44.59597,60.19641,457.67424,-0.00270397,-0.02385941,0.0004901,0.24968953,11.17729,18.19161,0.50480878,-49.18613,-19.24579,-1.1460583,3.8,37.3,277,1,3,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,1
3326,-0.277152,0.043648,0.3208,27.51,11.81,7.77,14.36,15.3625,7.396503819,12.452,0.366370954,0.926459664,6.189517,26.477762,-53.634,22.6216,706.95234,-0.00094729,-0.02172697,0.00042405,0.15980906,10.63377,17.34377,0.49948093,-49.46763,-19.43481,-1.0407616,5.0,26.8,558,7,9,1,0.5416666666666667,0.25,0.8333333333333334,1,2,2,1
8030,-0.312256,0.058604,0.37086,30.63,21.61,18.47,41.65,28.09,9.011936529,6.36,0.410720625,1.0,0.713628,6.183501,-18.2927,22.07993,208.52405,0.00049619,-0.01504146,0.00014519,0.24727512,10.91753,16.52021,0.48923531,-36.13239,-13.32429,-0.8319606,1.8,28.2,22,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
31357,-0.378399,0.122873,0.501272,25.11,20.89,9.55,7.86,15.8525,7.325968793,10.919,0.478825375,0.999939342,5.418739,21.884161,-56.10111,20.69001,280.2517,0.00208075,-0.03776046,0.00080352,0.0645987,11.76337,16.50299,0.5045668,-42.11406,-19.94247,-0.9630104,2.9,44.8,175,12,10,1,0.30683465085639,0.11519804018445319,0.5071969696969697,1,1,9,9
7922,-0.373256,0.036968,0.410225,21.67,25.79,17.91,13.32,19.6725,4.606367197,5.522,0.427240386,1.0,5.128902,13.026801,-37.55719,43.08832,202.98496,0.00655491,-0.03570416,0.00052959,0.24910899,12.53151,18.42434,0.54593417,-45.90885,-20.69729,-1.2033726,-0.5,43.4,102,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
19395,-0.342419,0.053492,0.39591,28.98,31.51,15.76,13.24,22.3725,7.973090289,9.308,0.39066091,0.904174726,7.742335,21.938684,-35.43339,22.61664,433.79686,0.00162679,-0.03006634,0.00031085,0.15152192,10.28267,17.20926,0.49555023,-42.93227,-14.08735,-0.8616592,3.9,110.0,252,10,9,1,0.20813492063492064,0.05357142857142857,0.3,1,1,2,2
441345,-0.211806,-0.024964,0.186842,26.61,36.04,6.93,6.51,19.0225,12.74712394,12.775,0.420005459,0.959533608,4.693423,39.402977,-51.16319,24.70987,614.40712,-0.00048169,-0.02063046,0.00052804,0.13347639,8.07266,17.46863,0.4972115,-53.18617,-19.02253,-1.0927936,2.4,55.8,631,6,2,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
2734171,-0.182843,0.063249,0.246092,10.9,12.97,10.17,8.7,10.685,1.538903831,6.8,0.495199252,0.99675047,5.540257,11.347537,-43.99282,55.74657,268.26792,0.00365993,-0.030575,0.0004924,0.21706822,8.63429,17.8009,0.46774385,-41.3625,-19.48563,-0.9975086,2.4,3.9,74,3,0,0,0.10833333333333334,0.10000000000000002,0.125,0,1,8,6
11296583,-0.293251,-0.048391,0.244859,38.14,10.06,7.25,6.41,15.465,13.16101155,13.562,0.510159925,0.999262945,7.525646,72.588607,-63.12654,51.23579,888.30013,-0.00130841,-0.02749718,0.00069004,0.19635143,9.56768,18.70186,0.51458508,-51.89885,-19.2391,-1.1532644,2.7,204.0,1120,7,40,1,0.8333333333333334,0.3331782455987909,0.999783091529969,1,2,2,2
53672,-0.332398,-0.025163,0.307235,11.9,7.51,27.89,10.27,14.3925,7.949196107,14.434,0.390799083,0.981918028,3.644737,63.416595,-48.71041,36.37424,631.28496,0.00209118,-0.02544726,0.00058014,0.21824913,12.20531,18.81441,0.53843744,-68.00102,-15.06747,-1.2658658,3.6,108.0,628,8,9,1,0.375,0.125,0.8333333333333334,1,1,8,6
92965,-0.151039,0.026832,0.177871,13.21,11.21,8.06,7.53,10.0025,2.325546979,7.947,0.507465266,0.991424713,7.391579,16.908674,-78.99297,35.30449,418.41338,-0.0014574,-0.03417258,0.00125694,0.12950181,6.76522,16.23342,0.48116039,-61.36696,-19.54032,-1.0430127,2.4,20.3,262,4,3,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,0
71386,-0.327867,0.005792,0.333658,8.25,29.96,13.1,12.41,15.93,8.309972924,10.937,0.435073515,0.979617673,3.072353,87.640146,-51.11844,39.29569,549.64536,0.00701539,-0.02950791,0.00075448,0.20042996,11.22791,18.09947,0.51301412,-61.47512,-16.20815,-1.0709651,3.8,77.5,987,6,10,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,2
68706,-0.296584,0.033987,0.330571,14.43,9.65,7.43,13.53,11.26,2.848806768,10.97,0.466773105,0.999548445,5.166631,11.794244,-41.46364,61.87499,654.05832,-0.0017209,-0.02121538,0.00050628,0.2448018,11.29608,18.22612,0.50688546,-48.8779,-14.82681,-1.0651843,3.6,55.1,379,4,1,1,0.4583333333333333,0.16666666666666666,0.75,1,1,2,0
60999,-0.32244,0.055526,0.377966,18.22,12.61,10.82,6.41,12.015,4.233795578,6.765,0.557615284,0.995318234,2.628517,16.060298,-49.76269,18.90324,442.35452,-0.00165228,-0.02332389,0.00041585,0.12225172,11.40384,16.82215,0.5045552,-47.66799,-19.42189,-1.0737779,3.2,26.3,225,5,1,1,0.5,0.06083027592009732,0.9391697240799026,1,1,2,1
10160166,-0.268874,0.007897,0.27677,7.09,9.76,10.75,10.91,9.6275,1.529810037,11.587,0.438344665,1.010709677,3.511729,46.510271,-39.63069,60.92138,642.12123,0.00496026,-0.02086996,0.00060043,0.24794629,10.60114,18.79431,0.53348255,-66.53877,-19.12903,-1.3266064,5.4,71.9,572,9,20,1,0.31263584003477507,0.08360501340288343,0.6542056074766356,1,1,9,9
8471,-0.293586,0.175466,0.469052,8.2,34.1,5.73,6.54,13.6425,11.84465359,8.23,0.384945542,0.989442467,0.873487,2.098465,-37.48042,8.69656,204.54042,0.00092273,-0.0095528,0.00019556,0.05653105,9.43828,15.94982,0.49492196,-38.28752,-20.65079,-0.9341662,1.4,3.2,25,3,0,0,0.08650793650793649,0.017857142857142856,0.16666666666666666,0,1,2,2
8173,-0.352855,0.086493,0.439349,75.55,40.53,35.52,4.19,38.9475,25.30849104,5.126,0.643312344,0.999941038,2.880361,22.81884,-19.59106,20.87588,246.3079,0.00429204,-0.01525383,0.00018143,0.19746349,12.48104,16.65389,0.49854603,-164.28087,-20.19523,-1.578876,6.0,0.0,61,8,4,1,0.25,0.06578947368421052,0.5,1,1,2,2
22873,-0.359832,0.083586,0.443418,22.95,35.87,27.86,3.29,22.4925,12.00742349,6.085,0.643422337,0.999947671,2.353206,10.998501,-42.49708,15.6614,270.79452,0.00191321,-0.01882422,0.00047803,0.04976187,12.56376,16.49088,0.50333032,-47.2946,-20.14737,-0.9901342,4.4,26.3,132,10,0,0,0.15277777777777776,0.125,0.16666666666666666,1,1,8,6
15250,-0.311903,0.062291,0.374195,17.78,13.02,11.41,12.37,13.645,2.455081465,6.749,0.48701609,0.995441224,1.697483,13.515303,-49.53302,58.7221,402.42632,-0.00173972,-0.02108324,0.00060599,0.22999579,11.34726,18.12652,0.5071587,-48.80094,-19.14339,-1.0529368,3.1,37.3,179,4,5,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1,0
5359271,-0.278049,0.070027,0.348076,23.43,10.54,10.99,7.64,13.15,6.072812363,9.265,0.453001244,0.994896492,3.411919,15.39953,-55.43004,39.7281,458.75563,-0.00302737,-0.02921842,0.00061124,0.11148906,9.60224,17.30195,0.50100828,-50.8228,-19.9424,-1.0774618,1.5,41.9,523,2,1,1,-1.0,-1.0,-1.0,-1,-1,0,0
70916,-0.346837,0.022145,0.368982,24.0,24.27,18.24,18.51,21.255,2.883162326,8.147,0.502779767,0.996282779,4.569139,16.513842,-41.91183,20.4813,360.86032,0.00098879,-0.02442247,0.00050379,0.10588349,11.05917,16.7515,0.51415937,-48.29617,-20.03983,-1.0481952,2.7,52.6,304,8,1,1,0.10959595959595958,0.04545454545454545,0.16666666666666666,0,1,9,9
3048355,-0.109775,0.056373,0.166149,7.18,8.2,9.04,9.33,8.4375,0.836252803,8.954,0.485203814,0.99733604,4.696709,15.691414,-39.1495,56.7911,565.25397,-5.45e-05,-0.01962024,0.00036601,0.24480339,6.20532,18.42202,0.47298531,-52.16844,-18.92421,-1.0940998,2.4,23.5,432,3,14,1,-1.0,-1.0,-1.0,-1,-1,0,0
4064,-0.354572,0.123822,0.478394,20.76,19.9,13.79,14.09,17.135,3.211187475,10.109,0.419216226,0.953479281,0.267545,32.663613,-46.59742,48.01015,366.30157,3.58e-05,-0.02883491,0.00100989,0.23184902,11.78823,18.14209,0.51717406,-45.29619,-19.39049,-1.0741454,0.7,105.0,212,8,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
22344,-0.317689,0.01914,0.336828,19.45,13.72,16.19,12.19,15.3875,2.745563467,7.448,0.454689042,1.0,1.576915,2.319108,-11.24654,23.40574,289.32185,0.00285511,-0.0082475,8.74e-05,0.17094542,11.76283,16.92283,0.49666254,-35.83123,-13.03047,-0.671464,4.8,28.2,96,0,0,0,0.15277777777777776,0.125,0.16666666666666666,1,1,8,6
7499,-0.314588,0.094509,0.409097,25.54,24.22,25.34,22.62,24.43,1.159784463,6.693,0.448674061,0.99898374,0.289509,1.149414,-17.48638,12.02714,215.26486,0.00090739,-0.01092339,8.21e-05,0.17385211,10.21191,16.06285,0.49212993,-37.94314,-20.25512,-0.9483493,2.8,0.0,101,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
