SampleName_x,MolecularFormula,MolecularWeight,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount
41270,C14H24O4,256.34,C1CCCCCC(=O)OCCOC(=O)CCCC1,C1CCCCCC(=O)OCCOC(=O)CCCC1,InChI=1S/C14H24O4/c15-13-9-7-5-3-1-2-4-6-8-10-14(16)18-12-11-17-13/h1-12H2,GJJSUPSPZIZYPM-UHFFFAOYSA-N,"1,4-dioxacyclohexadecane-5,16-dione",3.6,256.1674592,256.1674592,52.6,224,0,0,4,0,18,0,0,0,0,0,0,0,1
18205,C6H14ClNO,151.63,C[N+](C)(C)CC1CO1.[Cl-],C[N+](C)(C)CC1CO1.[Cl-],"InChI=1S/C6H14NO.ClH/c1-7(2,3)4-6-5-8-6;/h6H,4-5H2,1-3H3;1H/q+1;/p-1",PUVAFTRIIUSGLK-UHFFFAOYSA-M,trimethyl(oxiran-2-ylmethyl)azanium;chloride,,151.0763918,151.0763918,12.5,85,0,0,2,2,9,0,1,0,1,0,0,0,2
9351,C8H9ClN4,196.64,C1=CC=C2C(=C1)C=NN=C2NN.Cl,C1=CC=C2C(=C1)C=NN=C2NN.Cl,"InChI=1S/C8H8N4.ClH/c9-11-8-7-4-2-1-3-6(7)5-10-12-8;/h1-5H,9H2,(H,11,12);1H",ZUXNZUWOTSUBMN-UHFFFAOYSA-N,phthalazin-1-ylhydrazine;hydrochloride,,196.051574,196.051574,63.8,150,0,3,4,1,13,0,0,0,0,0,0,0,2
9373,C11H14ClN,195.69,CN(CC#C)CC1=CC=CC=C1.Cl,CN(CC#C)CC1=CC=CC=C1.Cl,"InChI=1S/C11H13N.ClH/c1-3-9-12(2)10-11-7-5-4-6-8-11;/h1,4-8H,9-10H2,2H3;1H",BCXCABRDBBWWGY-UHFFFAOYSA-N,N-benzyl-N-methylprop-2-yn-1-amine;hydrochloride,,195.0814771,195.0814771,3.2,159,0,1,1,3,13,0,0,0,0,0,0,0,2
79633,C16H14OS,254.3,CC(C)C1=CC2=C(C=C1)SC3=CC=CC=C3C2=O,CC(C)C1=CC2=C(C=C1)SC3=CC=CC=C3C2=O,"InChI=1S/C16H14OS/c1-10(2)11-7-8-15-13(9-11)16(17)12-5-3-4-6-14(12)18-15/h3-10H,1-2H3",KTALPKYXQZGAEG-UHFFFAOYSA-N,2-propan-2-ylthioxanthen-9-one,5.1,254.0765362,254.0765362,42.4,325,0,0,2,1,18,0,0,0,0,0,0,0,1
62371,C14H10MgO4,266.53,C1=CC=C(C=C1)C(=O)[O-].C1=CC=C(C=C1)C(=O)[O-].[Mg+2],C1=CC=C(C=C1)C(=O)[O-].C1=CC=C(C=C1)C(=O)[O-].[Mg+2],"InChI=1S/2C7H6O2.Mg/c2*8-7(9)6-4-2-1-3-5-6;/h2*1-5H,(H,8,9);/q;;+2/p-2",PJJZFXPJNUVBMR-UHFFFAOYSA-L,magnesium;dibenzoate,,266.0429505,266.0429505,80.3,98,0,0,4,0,19,0,0,0,0,0,0,0,3
93012,C10H18O,154.25,CCCCC(CC)C(C#C)O,CCCCC(CC)C(C#C)O,"InChI=1S/C10H18O/c1-4-7-8-9(5-2)10(11)6-3/h3,9-11H,4-5,7-8H2,1-2H3",CUUQUEAUUPYEKK-UHFFFAOYSA-N,4-ethyloct-1-yn-3-ol,2.8,154.1357652,154.1357652,20.2,131,0,1,1,5,11,0,2,0,2,0,0,0,1
1533,C6H8N2,108.14,CC1=CC(=NC=C1)N,CC1=CC(=NC=C1)N,"InChI=1S/C6H8N2/c1-5-2-3-8-6(7)4-5/h2-4H,1H3,(H2,7,8)",ORLGLBZRQYOWNA-UHFFFAOYSA-N,4-methylpyridin-2-amine,0.6,108.0687483,108.0687483,38.9,72,0,1,2,0,8,0,0,0,0,0,0,0,1
23674215,C10H10KNO5S,295.36,CC(=O)CC(=O)NC1=CC=C(C=C1)S(=O)(=O)[O-].[K+],CC(=O)CC(=O)NC1=CC=C(C=C1)S(=O)(=O)[O-].[K+],"InChI=1S/C10H11NO5S.K/c1-7(12)6-10(13)11-8-2-4-9(5-3-8)17(14,15)16;/h2-5H,6H2,1H3,(H,11,13)(H,14,15,16);/q;+1/p-1",FNLKZYBTJKUMQM-UHFFFAOYSA-M,potassium;4-(3-oxobutanoylamino)benzenesulfonate,,294.9916751,294.9916751,112,395,0,1,5,4,18,0,0,0,0,0,0,0,2
62632,C3H3AlO6,162.03,C(=O)[O-].C(=O)[O-].C(=O)[O-].[Al+3],C(=O)[O-].C(=O)[O-].C(=O)[O-].[Al+3],"InChI=1S/3CH2O2.Al/c3*2-1-3;/h3*1H,(H,2,3);/q;;;+3/p-3",MJWPFSQVORELDX-UHFFFAOYSA-K,aluminum;triformate,,161.9745012,161.9745012,120,7,0,0,6,0,10,0,0,0,0,0,0,0,4
82056,C17H28O8S4,488.7,C(CS)C(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C(CS)C(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,"InChI=1S/C17H28O8S4/c18-13(1-5-26)22-9-17(10-23-14(19)2-6-27,11-24-15(20)3-7-28)12-25-16(21)4-8-29/h26-29H,1-12H2",JOBBTVPTPXRUBP-UHFFFAOYSA-N,"[3-(3-sulfanylpropanoyloxy)-2,2-bis(3-sulfanylpropanoyloxymethyl)propyl] 3-sulfanylpropanoate",0.8,488.0667025,488.0667025,109,436,0,4,12,20,29,0,0,0,0,0,0,0,1
7695,C10H12O3,180.2,CC(=O)OCC1=CC=C(C=C1)OC,CC(=O)OCC1=CC=C(C=C1)OC,"InChI=1S/C10H12O3/c1-8(11)13-7-9-3-5-10(12-2)6-4-9/h3-6H,7H2,1-2H3",HFNGYHHRRMSKEU-UHFFFAOYSA-N,(4-methoxyphenyl)methyl acetate,1.9,180.0786442,180.0786442,35.5,160,0,0,3,4,13,0,0,0,0,0,0,0,1
7778,C11H20O2,184.27,CC(CCC=C(C)C)CCOC=O,CC(CCC=C(C)C)CCOC=O,"InChI=1S/C11H20O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,9,11H,4,6-8H2,1-3H3",DZNVIZQPWLDQHI-UHFFFAOYSA-N,"3,7-dimethyloct-6-enyl formate",3.8,184.1463299,184.1463299,26.3,158,0,0,2,7,13,0,1,0,1,0,0,0,1
61014,C15H26O4,270.36,C1CCCCCC(=O)OCCOC(=O)CCCCC1,C1CCCCCC(=O)OCCOC(=O)CCCCC1,InChI=1S/C15H26O4/c16-14-10-8-6-4-2-1-3-5-7-9-11-15(17)19-13-12-18-14/h1-13H2,XRHCAGNSDHCHFJ-UHFFFAOYSA-N,"1,4-dioxacycloheptadecane-5,17-dione",4.2,270.1831093,270.1831093,52.6,237,0,0,4,0,19,0,0,0,0,0,0,0,1
7825,C6H7NO2,125.13,C=CC(=O)OCCC#N,C=CC(=O)OCCC#N,"InChI=1S/C6H7NO2/c1-2-6(8)9-5-3-4-7/h2H,1,3,5H2",AEPWOCLBLLCOGZ-UHFFFAOYSA-N,2-cyanoethyl prop-2-enoate,0.6,125.0476785,125.0476785,50.1,154,0,0,3,4,9,0,0,0,0,0,0,0,1
23690437,C3H5NaOS2,144.2,CCOC(=S)[S-].[Na+],CCOC(=S)[S-].[Na+],"InChI=1S/C3H6OS2.Na/c1-2-4-3(5)6;/h2H2,1H3,(H,5,6);/q;+1/p-1",RZFBEFUNINJXRQ-UHFFFAOYSA-M,sodium;ethoxymethanedithioate,,143.9679514,143.9679514,42.3,56,0,0,3,2,7,0,0,0,0,0,0,0,2
61718,C14H24O4,256.34,C1CC(CCC1COCC2CO2)COCC3CO3,C1CC(CCC1COCC2CO2)COCC3CO3,"InChI=1S/C14H24O4/c1-2-12(6-16-8-14-10-18-14)4-3-11(1)5-15-7-13-9-17-13/h11-14H,1-10H2",VQMQXWYQIIUJIT-UHFFFAOYSA-N,2-[[4-(oxiran-2-ylmethoxymethyl)cyclohexyl]methoxymethyl]oxirane,1,256.1674592,256.1674592,43.5,224,0,0,4,8,18,0,2,0,2,0,0,0,1
15612,C11H20O4,216.27,COC(=O)CCCCCCCC(=O)OC,COC(=O)CCCCCCCC(=O)OC,"InChI=1S/C11H20O4/c1-14-10(12)8-6-4-3-5-7-9-11(13)15-2/h3-9H2,1-2H3",DRUKNYVQGHETPO-UHFFFAOYSA-N,dimethyl nonanedioate,2.5,216.1361591,216.1361591,52.6,169,0,0,4,10,15,0,0,0,0,0,0,0,1
86749,C10H20O,156.26,CCC(C)(CCC=C(C)C)O,CCC(C)(CCC=C(C)C)O,"InChI=1S/C10H20O/c1-5-10(4,11)8-6-7-9(2)3/h7,11H,5-6,8H2,1-4H3",JRTBBCBDKSRRCY-UHFFFAOYSA-N,"3,7-dimethyloct-6-en-3-ol",3,156.1514153,156.1514153,20.2,134,0,1,1,4,11,0,1,0,1,0,0,0,1
4443516,C12H14O4,222.24,C=CC(=O)OCC(COC1=CC=CC=C1)O,C=CC(=O)OCC(COC1=CC=CC=C1)O,"InChI=1S/C12H14O4/c1-2-12(14)16-9-10(13)8-15-11-6-4-3-5-7-11/h2-7,10,13H,1,8-9H2",HHQAGBQXOWLTLL-UHFFFAOYSA-N,(2-hydroxy-3-phenoxypropyl) prop-2-enoate,1.8,222.0892089,222.0892089,55.8,221,0,1,4,7,16,0,1,0,1,0,0,0,1
6099917,C3N3Na3S3,243.2,C1(=NC(=NC(=N1)[S-])[S-])[S-].[Na+].[Na+].[Na+],C1(=NC(=NC(=N1)[S-])[S-])[S-].[Na+].[Na+].[Na+],"InChI=1S/C3H3N3S3.3Na/c7-1-4-2(8)6-3(9)5-1;;;/h(H3,4,5,6,7,8,9);;;/q;3*+1/p-3",NYVOYAFUSJONHU-UHFFFAOYSA-K,"trisodium;1,3,5-triazine-2,4,6-trithiolate",,242.8947434,242.8947434,41.7,69,0,0,6,0,12,0,0,0,0,0,0,0,4
87391,C10H24O3Si,220.38,CCO[Si](CC(C)C)(OCC)OCC,CCO[Si](CC(C)C)(OCC)OCC,"InChI=1S/C10H24O3Si/c1-6-11-14(12-7-2,13-8-3)9-10(4)5/h10H,6-9H2,1-5H3",ALVYUZIFSCKIFP-UHFFFAOYSA-N,triethoxy(2-methylpropyl)silane,,220.1494712,220.1494712,27.7,122,0,0,3,8,14,0,0,0,0,0,0,0,1
74574,C16H6O7,310.21,C1=CC2=C(C=C1OC3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,C1=CC2=C(C=C1OC3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,InChI=1S/C16H6O7/c17-13-9-3-1-7(5-11(9)15(19)22-13)21-8-2-4-10-12(6-8)16(20)23-14(10)18/h1-6H,QQGYZOYWNCKGEK-UHFFFAOYSA-N,"5-[(1,3-dioxo-2-benzofuran-5-yl)oxy]-2-benzofuran-1,3-dione",2.2,310.0113525,310.0113525,96,533,0,0,7,2,23,0,0,0,0,0,0,0,1
2777208,C7H6F3NO3S,241.19,C1=CC=C(C(=C1)OC(F)(F)F)S(=O)(=O)N,C1=CC=C(C(=C1)OC(F)(F)F)S(=O)(=O)N,"InChI=1S/C7H6F3NO3S/c8-7(9,10)14-5-3-1-2-4-6(5)15(11,12)13/h1-4H,(H2,11,12,13)",HIFGQHGWMTZMOH-UHFFFAOYSA-N,2-(trifluoromethoxy)benzenesulfonamide,1.3,241.0020487,241.0020487,77.8,308,0,1,7,2,15,0,0,0,0,0,0,0,1
6640,C9H12O3S,200.26,CC(C)C1=CC=C(C=C1)S(=O)(=O)O,CC(C)C1=CC=C(C=C1)S(=O)(=O)O,"InChI=1S/C9H12O3S/c1-7(2)8-3-5-9(6-4-8)13(10,11)12/h3-7H,1-2H3,(H,10,11,12)",CVLHGLWXLDOELD-UHFFFAOYSA-N,4-propan-2-ylbenzenesulfonic acid,1.9,200.0507154,200.0507154,62.8,243,0,1,3,2,13,0,0,0,0,0,0,0,1
73539,C5H10N2O3,146.14,CN1C(C(N(C1=O)C)O)O,CN1C(C(N(C1=O)C)O)O,"InChI=1S/C5H10N2O3/c1-6-3(8)4(9)7(2)5(6)10/h3-4,8-9H,1-2H3",LGJMYGMNWHYGCB-UHFFFAOYSA-N,"4,5-dihydroxy-1,3-dimethylimidazolidin-2-one",-1.5,146.0691422,146.0691422,64,145,0,2,3,0,10,0,2,0,2,0,0,0,1
170286,C18H21N3O9,423.4,C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C,C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C,"InChI=1S/C18H21N3O9/c1-4-13(22)28-10-7-19-16(25)20(8-11-29-14(23)5-2)18(27)21(17(19)26)9-12-30-15(24)6-3/h4-6H,1-3,7-12H2",YIJYFLXQHDOQGW-UHFFFAOYSA-N,"2-[2,4,6-trioxo-3,5-bis(2-prop-2-enoyloxyethyl)-1,3,5-triazinan-1-yl]ethyl prop-2-enoate",0.8,423.1277793,423.1277793,140,638,0,0,9,15,30,0,0,0,0,0,0,0,1
77780,C8H12O6Si,232.26,CC(=O)O[Si](C=C)(OC(=O)C)OC(=O)C,CC(=O)O[Si](C=C)(OC(=O)C)OC(=O)C,"InChI=1S/C8H12O6Si/c1-5-15(12-6(2)9,13-7(3)10)14-8(4)11/h5H,1H2,2-4H3",NOZAQBYNLKNDRT-UHFFFAOYSA-N,[diacetyloxy(ethenyl)silyl] acetate,,232.0403146,232.0403146,78.9,257,0,0,6,7,15,0,0,0,0,0,0,0,1
112322,C8H17N3,155.24,CN(C)CCCNCCC#N,CN(C)CCCNCCC#N,"InChI=1S/C8H17N3/c1-11(2)8-4-7-10-6-3-5-9/h10H,3-4,6-8H2,1-2H3",YALMGFWDBZZMMB-UHFFFAOYSA-N,3-[3-(dimethylamino)propylamino]propanenitrile,-0.1,155.1422476,155.1422476,39.1,123,0,1,3,6,11,0,0,0,0,0,0,0,1
116814,C13H20N2O2S,268.38,CN(C1CCCCC1)S(=O)(=O)C2=CC=CC=C2N,CN(C1CCCCC1)S(=O)(=O)C2=CC=CC=C2N,"InChI=1S/C13H20N2O2S/c1-15(11-7-3-2-4-8-11)18(16,17)13-10-6-5-9-12(13)14/h5-6,9-11H,2-4,7-8,14H2,1H3",IPEHSCPRVOWQFQ-UHFFFAOYSA-N,2-amino-N-cyclohexyl-N-methylbenzenesulfonamide,2.8,268.1245491,268.1245491,71.8,358,0,1,4,3,18,0,0,0,0,0,0,0,1
3033992,C10H18O4,202.25,C=COCCOCCOCCOC=C,C=COCCOCCOCCOC=C,"InChI=1S/C10H18O4/c1-3-11-5-7-13-9-10-14-8-6-12-4-2/h3-4H,1-2,5-10H2",CYIGRWUIQAVBFG-UHFFFAOYSA-N,"1,2-bis(2-ethenoxyethoxy)ethane",1.1,202.1205091,202.1205091,36.9,120,0,0,4,11,14,0,0,0,0,0,0,0,1
54675783,C23H27N3O7,457.5,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,"InChI=1S/C23H27N3O7/c1-25(2)12-5-6-13(27)15-10(12)7-9-8-11-17(26(3)4)19(29)16(22(24)32)21(31)23(11,33)20(30)14(9)18(15)28/h5-6,9,11,17,27-28,31,33H,7-8H2,1-4H3,(H2,24,32)/t9-,11-,17-,23-/m0/s1",FFTVPQUHLQBXQZ-KVUCHLLUSA-N,"(4S,4aS,5aR,12aR)-4,7-bis(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",-0.6,457.1849002,457.1849002,165,971,0,5,9,3,33,0,4,4,0,0,0,0,1
142766,C16H13NO4,283.28,C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2,C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2,"InChI=1S/C9H7NO.C7H6O3/c11-8-5-1-3-7-4-2-6-10-9(7)8;8-6-4-2-1-3-5(6)7(9)10/h1-6,11H;1-4,8H,(H,9,10)",GOEKBPHGLUYFOX-UHFFFAOYSA-N,2-hydroxybenzoic acid;quinolin-8-ol,,283.0844579,283.0844579,90.6,270,0,3,5,1,21,0,0,0,0,0,0,0,2
79472,C21H22Cl2N6O,445.3,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N.Cl.Cl,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N.Cl.Cl,"InChI=1S/C21H20N6O.2ClH/c1-11-7-17(22)15-9-13(3-5-19(15)24-11)26-21(28)27-14-4-6-20-16(10-14)18(23)8-12(2)25-20;;/h3-10H,1-2H3,(H2,22,24)(H2,23,25)(H2,26,27,28);2*1H",GKQYGRWQCWWSHN-UHFFFAOYSA-N,"1,3-bis(4-amino-2-methylquinolin-6-yl)urea;dihydrochloride",,444.1232147,444.1232147,119,513,0,6,5,2,30,0,0,0,0,0,0,0,3
66064,C21H26Cl2F3N3S,480.4,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,"InChI=1S/C21H24F3N3S.2ClH/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24;;/h2-3,5-8,15H,4,9-14H2,1H3;2*1H",BXDAOUXDMHXPDI-UHFFFAOYSA-N,10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine;dihydrochloride,,479.1176589,479.1176589,35,510,0,2,7,4,30,0,0,0,0,0,0,0,3
8739,C7H7NO4S,201.2,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,"InChI=1S/C7H7NO4S/c8-13(11,12)6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)(H2,8,11,12)",UCAGLBKTLXCODC-UHFFFAOYSA-N,4-sulfamoylbenzoic acid,0.5,201.0095789,201.0095789,106,284,0,2,5,2,13,0,0,0,0,0,0,0,1
71822,C20H27ClN2S,363,CCC1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)CN(C)C.Cl,CCC1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)CN(C)C.Cl,"InChI=1S/C20H26N2S.ClH/c1-5-16-10-11-20-18(12-16)22(14-15(2)13-21(3)4)17-8-6-7-9-19(17)23-20;/h6-12,15H,5,13-14H2,1-4H3;1H",ZVSKDFRXWJPINY-UHFFFAOYSA-N,"3-(2-ethylphenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine;hydrochloride",,362.1583477,362.1583477,31.8,373,0,1,3,5,24,0,1,0,1,0,0,0,2
298391,C20H25N3O3S,387.5,CC1=CC=C(C=C1)S(=O)(=O)O.C1CCC2=C(C1)C=CC=C2NC3=NCCN3,CC1=CC=C(C=C1)S(=O)(=O)O.C1CCC2=C(C1)C=CC=C2NC3=NCCN3,"InChI=1S/C13H17N3.C7H8O3S/c1-2-6-11-10(4-1)5-3-7-12(11)16-13-14-8-9-15-13;1-6-2-4-7(5-3-6)11(8,9)10/h3,5,7H,1-2,4,6,8-9H2,(H2,14,15,16);2-5H,1H3,(H,8,9,10)",QDRSWMWTRHEOCY-UHFFFAOYSA-N,"4-methylbenzenesulfonic acid;N-(5,6,7,8-tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazol-2-amine",,387.1616628,387.1616628,99.2,481,0,3,4,3,27,0,0,0,0,0,0,0,2
2348,C14H14ClN3O4S2,387.9,C1=CC=C(C=C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,C1=CC=C(C=C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,"InChI=1S/C14H14ClN3O4S2/c15-10-7-11-13(8-12(10)23(16,19)20)24(21,22)18-14(17-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,17-18H,6H2,(H2,16,19,20)",BWSSMIJUDVUASQ-UHFFFAOYSA-N,"3-benzyl-6-chloro-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",0.9,387.011426,387.011426,135,653,0,3,7,3,24,0,1,0,1,0,0,0,1
3151,C22H24ClN5O2,425.9,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)",FGXWKSZFVQUSTL-UHFFFAOYSA-N,6-chloro-3-[1-[3-(2-oxo-3H-benzimidazol-1-yl)propyl]piperidin-4-yl]-1H-benzimidazol-2-one,3.9,425.1618527,425.1618527,67.9,655,0,2,3,5,30,0,0,0,0,0,0,0,1
4614,C18H15NO3,293.3,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,"InChI=1S/C18H15NO3/c20-16(21)12-11-15-19-17(13-7-3-1-4-8-13)18(22-15)14-9-5-2-6-10-14/h1-10H,11-12H2,(H,20,21)",OFPXSFXSNFPTHF-UHFFFAOYSA-N,"3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",4.2,293.1051933,293.1051933,63.3,361,0,1,4,5,22,0,0,0,0,0,0,0,1
55918,C13H12N4O,240.26,C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,"InChI=1S/C13H12N4O/c18-13-6-5-12(15-16-13)10-1-3-11(4-2-10)17-8-7-14-9-17/h1-4,7-9H,5-6H2,(H,16,18)",VXMYWVMXSWJFCV-UHFFFAOYSA-N,"3-(4-imidazol-1-ylphenyl)-4,5-dihydro-1H-pyridazin-6-one",0.7,240.101111,240.101111,59.3,347,0,1,3,2,18,0,0,0,0,0,0,0,1
133621,C14H16N2O2,244.29,CCN1C=CN=C1CC2COC3=CC=CC=C3O2,CCN1C=CN=C1CC2COC3=CC=CC=C3O2,"InChI=1S/C14H16N2O2/c1-2-16-8-7-15-14(16)9-11-10-17-12-5-3-4-6-13(12)18-11/h3-8,11H,2,9-10H2,1H3",UXABARREKCJULM-UHFFFAOYSA-N,"2-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)-1-ethylimidazole",2.1,244.1211778,244.1211778,36.3,275,0,0,3,3,18,0,1,0,1,0,0,0,1
3965,C15H18O3,246.3,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,"InChI=1S/C15H18O3/c1-10(15(17)18)12-7-5-11(6-8-12)9-13-3-2-4-14(13)16/h5-8,10,13H,2-4,9H2,1H3,(H,17,18)",YMBXTVYHTMGZDW-UHFFFAOYSA-N,2-[4-[(2-oxocyclopentyl)methyl]phenyl]propanoic acid,2.4,246.1255944,246.1255944,54.4,316,0,1,3,4,18,0,2,0,2,0,0,0,1
3676,C14H22N2O,234.34,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",NNJVILVZKWQKPM-UHFFFAOYSA-N,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",2.3,234.1732133,234.1732133,32.3,228,0,1,2,5,17,0,0,0,0,0,0,0,1
65710,C18H21N5O4,371.4,CC1=CC=CC=C1CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O,CC1=CC=CC=C1CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,"InChI=1S/C18H21N5O4/c1-10-4-2-3-5-11(10)6-19-16-13-17(21-8-20-16)23(9-22-13)18-15(26)14(25)12(7-24)27-18/h2-5,8-9,12,14-15,18,24-26H,6-7H2,1H3,(H,19,20,21)/t12-,14-,15-,18-/m1/s1",OOEMZCZWZXHBKW-SCFUHWHPSA-N,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-[6-[(2-methylphenyl)methylamino]purin-9-yl]oxolane-3,4-diol",1.5,371.1593542,371.1593542,126,500,0,4,8,5,27,0,4,4,0,0,0,0,1
6103,C7H5ClN2O,168.58,C1=CC2=C(C=C1Cl)N=C(O2)N,C1=CC2=C(C=C1Cl)N=C(O2)N,"InChI=1S/C7H5ClN2O/c8-4-1-2-6-5(3-4)10-7(9)11-6/h1-3H,(H2,9,10)",YGCODSQDUUUKIV-UHFFFAOYSA-N,"5-chloro-1,3-benzoxazol-2-amine",2.5,168.0090405,168.0090405,52,155,0,1,3,0,11,0,0,0,0,0,0,0,1
4641,C19H20N2O3,324.4,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,"InChI=1S/C19H20N2O3/c1-2-3-9-17-18(23)20(14-7-5-4-6-8-14)21(19(17)24)15-10-12-16(22)13-11-15/h4-8,10-13,17,22H,2-3,9H2,1H3",HFHZKZSRXITVMK-UHFFFAOYSA-N,"4-butyl-1-(4-hydroxyphenyl)-2-phenylpyrazolidine-3,5-dione",2.7,324.1473925,324.1473925,60.8,454,0,1,3,5,24,0,1,0,1,0,0,0,1
65464,C19H24ClN3O,345.9,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,"InChI=1S/C19H23N3O.ClH/c1-21(2)13-8-14-23-19-17-11-6-7-12-18(17)22(20-19)15-16-9-4-3-5-10-16;/h3-7,9-12H,8,13-15H2,1-2H3;1H",HNNIWKQLJSNAEQ-UHFFFAOYSA-N,"3-(1-benzylindazol-3-yl)oxy-N,N-dimethylpropan-1-amine;hydrochloride",,345.1607901,345.1607901,30.3,344,0,1,3,7,24,0,0,0,0,0,0,0,2
3607,C21H45N3,339.6,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,"InChI=1S/C21H45N3/c1-6-10-12-19(8-3)14-23-16-21(5,22)17-24(18-23)15-20(9-4)13-11-7-2/h19-20H,6-18,22H2,1-5H3",DTOUUUZOYKYHEP-UHFFFAOYSA-N,"1,3-bis(2-ethylhexyl)-5-methyl-1,3-diazinan-5-amine",5.7,339.3613484,339.3613484,32.5,292,0,1,3,12,24,0,2,0,2,0,0,0,1
